Age,Income,LoanAmount,Credit_History,Loan_Status
22,50650,6000,0,2
24,50000,3000,0,2
24,50740,6000,0,3
24,45000,6000,1,3
25,50000,10000,0,2
26,51356,6000,0,4
26,51500,6000,0,3
25,51541,6000,0,4
26,45928,6000,1,4
23,52000,6000,0,4
25,50000,8000,0,2
25,52000,6000,0,4
25,52000,6000,0,2
26,52000,6000,0,3
24,52800,6000,0,4
22,50000,6400,0,4
25,53000,6000,0,4
22,50000,5000,0,4
24,53000,6000,0,2
23,50000,6000,0,4
22,53819,6000,0,3
26,50000,10000,0,3
22,50000,6800,0,4
22,50000,6000,0,3
22,54000,6000,0,3
24,54000,6000,0,3
26,48000,6000,1,4
26,50000,6000,0,3
25,54000,6000,0,4
23,54000,6000,0,4
23,54516,6000,0,3
22,50000,8800,0,4
22,50000,12000,0,3
25,50000,4000,0,3
26,48700,6000,1,3
22,54996,6000,0,3
26,50000,15000,0,2
25,50000,12000,0,2
25,55000,6000,0,2
22,55000,6000,0,2
23,50000,14400,0,2
22,55000,6000,0,3
25,55000,6000,0,3
24,55000,6000,0,4
22,55000,6000,0,2
24,50000,7000,0,4
23,55000,6000,0,2
22,55000,6000,0,3
21,49000,6000,1,4
26,55000,6000,0,4
22,55000,6000,0,3
22,50000,5150,0,2
24,50000,12000,0,2
21,49000,6000,1,4
26,55000,6000,0,4
21,55000,6000,0,3
22,55000,6000,0,3
22,50000,7000,0,3
26,49200,6000,1,2
25,50000,12000,0,2
21,55600,6000,0,4
23,56000,6000,0,4
25,50000,6600,0,3
24,50000,6000,0,2
25,56000,6000,0,2
25,50000,5000,0,2
26,44000,22500,1,3
22,50000,12800,0,2
23,50000,6000,1,4
24,57000,6000,0,3
25,57000,6000,0,3
22,58000,6000,0,4
25,58000,6000,0,4
21,50000,15000,0,4
23,50000,15250,0,3
22,50000,10400,0,4
24,58000,6000,0,2
25,50000,10000,0,3
22,52800,6000,1,2
22,50000,10000,0,3
22,50000,8000,0,3
25,59366,6000,0,2
24,59400,6000,0,3
24,50000,25000,0,3
23,59785,6000,0,3
23,60000,6000,0,2
22,50000,12800,0,3
25,50000,2500,0,3
22,60000,6000,0,4
22,50000,5600,0,2
22,60000,6000,0,3
23,54000,6000,1,4
24,50000,4000,0,2
24,54000,6000,1,2
21,60000,6000,0,4
25,60000,6000,0,3
23,54000,6000,1,3
26,50000,1800,0,4
26,50000,10000,0,3
24,50000,9000,0,2
25,50000,4800,0,2
24,60000,6000,0,3
25,50000,4000,0,4
23,50000,1500,0,2
23,50000,8000,0,2
23,54000,6000,1,2
24,60000,6000,0,2
22,50000,5000,0,2
23,60495,6000,0,3
26,50000,3250,0,2
25,61000,6000,0,4
23,44000,8500,1,3
22,61104,6000,0,4
23,50000,4000,0,3
25,50000,12000,0,2
21,62000,6000,0,4
25,62000,6000,0,3
22,24000,7125,0,3
22,50000,15000,0,3
23,25279,7125,0,4
22,26124,7125,0,2
22,28000,7125,0,4
24,70000,7125,0,2
22,50000,10000,0,4
26,15000,7100,1,4
23,25000,7100,0,2
25,50000,5000,0,2
25,33000,7100,1,4
23,50000,20000,0,4
23,44400,7100,1,3
25,95000,7100,0,2
25,96000,7075,0,4
22,50000,2500,0,4
22,30500,7025,1,4
22,10000,7000,1,2
25,50000,18000,0,2
22,50000,6000,0,2
22,15090,7000,1,4
21,15600,7000,1,2
21,17000,7000,1,2
22,18000,7000,1,2
25,50000,6000,0,3
23,18000,7000,1,4
21,18000,7000,1,4
22,50000,6250,0,2
23,18500,7000,1,4
21,19200,7000,1,2
25,19200,7000,1,3
24,50000,21000,0,4
23,21600,7000,1,2
21,21600,7000,1,3
26,22480,7000,1,4
22,22500,7000,1,3
24,22680,7000,1,3
25,22776,7000,1,4
25,22880,7000,1,3
23,50000,7000,0,2
26,22884,7000,1,4
23,44000,2000,1,3
23,50000,9000,0,2
26,50000,10000,0,2
25,23000,7000,1,4
22,50000,2500,0,4
23,50000,9000,0,2
25,23460,7000,0,2
22,24000,7000,0,2
26,24000,7000,0,3
24,24000,7000,1,2
22,50000,2000,0,3
23,50000,5000,0,3
22,50000,6000,0,2
26,50000,5000,0,2
24,44000,15000,1,2
25,24000,7000,1,2
22,24996,7000,0,2
21,25000,7000,0,2
22,50000,10500,0,2
22,63000,6000,0,2
26,63000,6000,0,2
23,63402,6000,0,4
25,57500,6000,1,2
24,58668,6000,1,4
23,65000,6000,0,3
23,65000,6000,0,2
26,65000,6000,0,2
25,59000,6000,1,3
23,44000,15000,1,3
24,50000,12000,0,3
22,50000,11000,0,4
25,65000,6000,0,3
24,65000,6000,0,2
24,59000,6000,1,4
23,65000,6000,0,3
25,65004,6000,0,4
21,65004,6000,0,3
22,50000,20000,0,2
22,65100,6000,0,4
22,66000,6000,0,4
25,44000,5550,1,4
26,66400,6000,0,4
24,67644,6000,0,3
24,50000,3000,0,2
26,62065,6000,1,3
26,44000,12000,1,3
22,68250,6000,0,3
24,50000,12500,0,2
25,68496,6000,0,3
22,69000,6000,0,4
22,44000,16000,1,3
23,69000,6000,0,2
26,63400,6000,1,2
22,69500,6000,0,4
22,50000,9800,0,3
22,69528,6000,0,3
26,69780,6000,0,3
24,69996,6000,0,2
26,70000,6000,0,4
21,44000,15000,1,2
23,70000,6000,0,2
23,50000,6500,0,4
22,50000,6400,0,2
26,50000,15000,0,3
25,70000,6000,0,4
26,70000,6000,0,4
24,50000,6000,0,3
24,50000,11400,0,2
23,70000,6000,0,4
22,70000,6000,0,2
22,50000,4000,0,4
23,50000,8600,0,3
26,50000,10000,0,2
23,50000,10200,0,4
24,50000,1000,0,3
22,71000,6000,0,4
23,65074,6000,1,3
24,50000,5000,0,3
25,50000,7500,0,4
24,44000,7500,1,2
26,66000,6000,1,2
23,50000,14000,0,2
21,72000,6000,0,4
24,72000,6000,0,3
25,44000,7500,1,2
21,44000,7500,1,4
25,72000,6000,0,3
22,50000,16000,0,4
23,73000,6000,0,4
26,50000,13000,0,3
23,73500,6000,0,4
22,50000,15000,0,2
23,57800,6000,1,4
24,50000,9000,0,3
21,44000,6000,1,3
25,50000,6400,0,3
26,50000,20000,0,3
23,74000,6000,0,3
25,74500,6000,0,4
26,74970,6000,0,2
23,75000,6000,0,3
24,50000,5500,0,3
22,50004,4950,0,2
23,75000,6000,0,4
23,75000,6000,0,4
23,50004,2700,0,2
23,69000,6000,1,2
22,50004,6250,0,4
25,50004,10000,0,3
23,75000,6000,0,2
23,75000,6000,0,2
24,50004,10000,0,2
22,50004,14000,0,4
23,78000,6000,0,2
22,50004,7200,0,2
25,78000,6000,0,4
23,50004,16000,0,2
22,50004,5000,0,4
22,80000,6000,0,2
26,50004,5000,0,2
22,44004,9000,1,3
25,80000,6000,0,4
24,80490,6000,0,3
22,50004,12000,0,2
22,44004,11000,1,4
23,80607,6000,0,2
25,82000,6000,0,3
23,50004,6000,0,3
22,50004,2500,0,2
26,50004,5000,0,2
25,82000,6000,0,2
26,82000,6000,0,3
23,50004,2000,0,2
26,50004,11000,0,4
23,83954,6000,0,2
23,84000,6000,0,3
21,50031,2000,0,2
25,84000,6000,0,2
23,50052,15000,0,4
24,84996,6000,0,3
24,50112,1000,0,2
23,50129,11400,0,2
25,85000,6000,0,3
23,50205,5300,0,4
25,73000,6000,1,4
21,86000,6000,0,4
25,50280,10000,0,2
22,50285,7000,0,4
25,50300,1000,0,3
22,86000,6000,0,3
22,50364,6000,0,3
23,50400,8375,0,2
26,50400,24000,0,3
22,50400,12000,0,3
25,50400,3000,0,3
22,75000,6000,1,2
24,89772,6000,0,3
25,90000,6000,0,4
26,78000,6000,1,2
25,44400,6000,1,4
23,50400,7000,0,2
23,50400,2500,0,4
23,50400,11200,0,3
25,90000,6000,0,3
23,90000,6000,0,3
24,79650,6000,1,3
23,92000,6000,0,3
26,81000,6000,1,2
25,50400,12000,0,4
22,50400,12000,0,2
25,50400,6000,0,4
26,95000,6000,0,2
24,95000,6000,0,4
25,50400,6000,0,2
26,50400,6725,0,4
25,96000,6000,0,4
24,96500,6000,0,2
26,98000,6000,0,3
25,100000,6000,0,4
21,50460,6000,0,3
24,50496,3000,0,3
22,100000,6000,0,4
22,100000,6000,0,2
25,100000,6000,0,3
26,92000,6000,1,3
22,105000,6000,0,2
22,50500,6000,0,2
22,93000,6000,1,4
22,105500,6000,0,4
23,95000,6000,1,4
23,50508,7500,0,4
24,110000,6000,0,4
25,50600,3000,0,2
26,50648,8000,0,4
24,50700,4500,0,4
24,120000,6000,0,3
26,120000,6000,0,2
26,125000,6000,0,2
26,140000,6000,0,4
25,150000,6000,0,2
22,50750,10000,0,4
26,38000,6025,0,3
23,42000,6025,0,4
22,50900,22000,0,3
22,60000,6025,0,3
25,50000,6075,0,2
25,50988,4200,0,3
22,51000,16000,0,3
25,19200,6150,1,3
24,35713,6150,0,3
24,45000,10625,1,2
24,77385,6150,0,4
23,51000,4000,0,2
23,51000,10000,0,3
23,19200,6200,1,3
26,51000,9000,0,3
26,20000,6200,1,4
23,51000,6000,0,4
24,26000,6200,1,4
22,51000,10000,0,3
22,29004,6200,0,4
22,30000,6200,0,3
21,51000,13000,0,3
26,39996,6200,0,2
22,40000,6200,0,3
23,42500,6200,0,2
22,45000,6200,0,3
23,51000,8000,0,3
26,51000,4000,0,4
22,46200,6200,0,3
25,50606,6200,0,4
26,51000,15825,0,3
25,51000,3000,0,2
23,51000,2400,0,3
22,46000,6200,1,4
23,56000,6200,0,2
23,60000,6200,0,3
25,51000,4200,0,2
26,51000,12000,0,4
23,45000,5000,1,2
23,65000,6200,0,2
25,51000,16750,0,4
24,65000,6200,0,2
26,69000,6200,0,3
22,51000,6000,0,2
26,51000,12000,0,4
22,72000,6200,0,2
25,51000,7600,0,3
23,45000,6225,0,4
21,63250,6225,0,4
22,51000,7000,0,3
23,51000,10000,0,2
23,14898,6250,1,2
22,16000,6250,1,2
24,51000,9000,0,3
22,19200,6250,1,3
25,19200,6250,1,2
24,51000,6000,0,2
23,19250,6250,1,4
22,51000,13000,0,3
22,20000,6250,1,3
21,21000,6250,0,3
21,23000,6250,0,3
22,23000,6250,0,2
25,51000,7000,0,4
23,51000,16000,0,3
25,24000,6250,0,3
23,24000,6250,0,3
24,26000,6250,0,4
21,51000,6000,0,2
22,27000,6250,1,4
22,55000,7000,0,4
24,51000,3600,0,2
24,55000,7000,0,4
22,51000,15200,0,4
24,51000,10000,0,2
26,51000,10000,0,3
22,56000,7000,0,2
21,45000,8000,1,3
24,56000,7000,0,3
24,51000,8500,0,3
26,56000,7000,0,3
25,50000,7000,1,3
25,56004,7000,0,4
23,57960,7000,0,4
23,52000,7000,1,4
24,51000,8000,0,3
26,60000,7000,0,2
24,51024,2000,0,4
23,51036,15000,0,4
22,60000,7000,0,2
23,60000,7000,0,3
24,51072,13000,0,2
25,54000,7000,1,3
22,51168,15500,0,3
24,54000,7000,1,3
25,60000,7000,0,4
25,60000,7000,0,2
23,60000,7000,0,3
26,60000,7000,0,2
25,51300,11000,0,3
25,60000,7000,0,2
24,60000,7000,0,4
22,51300,11200,0,3
25,60000,7000,0,4
23,51319,20000,0,3
22,60000,7000,0,2
22,60000,7000,0,4
22,54000,7000,1,4
24,60000,7000,0,3
22,54000,7000,1,3
24,60000,7000,0,3
24,60140,7000,0,3
24,51480,12000,0,2
22,51480,3000,0,2
23,45480,4400,1,3
25,51492,13800,0,4
22,60500,7000,0,2
26,51500,15000,0,2
24,51500,6300,0,3
23,62000,7000,0,4
26,51500,11000,0,3
26,51500,9600,0,4
24,51500,4000,0,2
22,51500,7500,0,3
25,62000,7000,0,4
23,62100,7000,0,2
23,51600,7200,0,3
26,63000,7000,0,2
22,64000,7000,0,3
22,51600,4200,0,3
23,51600,5000,0,3
23,64600,7000,0,3
25,64800,7000,0,2
22,65000,7000,0,4
22,51600,7000,0,2
22,65000,7000,0,3
25,51600,6000,0,4
22,65000,7000,0,2
26,51600,15000,0,3
24,51600,20000,0,4
26,65000,7000,0,2
23,65000,7000,0,4
25,51669,12000,0,4
25,51684,4000,0,4
26,51700,13200,0,4
22,51800,7200,0,3
21,51800,5000,0,3
24,65000,7000,0,2
23,51852,10000,0,2
23,65000,7000,0,2
21,65000,7000,0,4
22,51900,14100,0,2
23,66000,7000,0,3
24,51992,15000,0,3
22,66000,7000,0,4
24,51996,7000,0,3
24,66000,7000,0,3
24,60000,7000,1,4
21,51996,18000,0,2
26,51996,18000,0,3
23,51996,5000,0,3
24,51996,12000,0,3
25,67000,7000,0,4
25,45996,11000,1,2
26,67550,7000,0,2
23,67752,7000,0,4
22,51996,8400,0,4
23,68700,7000,0,4
25,69500,7000,0,3
22,54400,7000,1,2
25,51996,7000,0,3
25,70000,7000,0,3
22,51996,6000,0,4
25,70356,7000,0,4
22,51996,6000,0,2
22,51996,9600,0,4
23,72000,7000,0,2
23,72000,7000,0,4
26,72000,7000,0,2
23,66348,7000,1,4
21,45996,17000,1,4
25,72700,7000,0,2
26,51996,1500,0,3
23,75000,7000,0,3
26,75000,7000,0,4
25,75000,7000,0,2
24,75000,7000,0,3
23,46000,9500,1,4
22,75000,7000,0,2
22,52000,12000,0,3
23,75800,7000,0,2
22,76000,7000,0,2
22,52000,6000,0,4
24,78300,7000,0,3
24,52000,18000,0,3
24,79000,7000,0,3
22,80000,7000,0,3
23,74000,7000,1,3
22,80000,7000,0,2
23,80000,7000,0,2
26,80400,7000,0,2
23,52000,12800,0,2
23,52000,6000,0,3
24,82000,7000,0,4
25,52000,14500,0,4
23,76000,7000,1,4
23,52000,22000,0,2
26,83000,7000,0,3
23,52000,8400,0,2
21,52000,13200,0,2
26,52000,6000,0,4
26,52000,10000,0,3
24,52000,11300,0,3
23,83236,7000,0,2
21,52000,5000,0,3
25,66300,7000,1,3
21,52000,2000,0,4
25,52000,3900,0,4
21,52000,13250,0,2
26,52000,3300,0,2
26,85000,7000,0,4
24,27311,6250,0,4
25,52000,6000,0,3
22,28500,6250,1,4
24,29000,6250,0,2
22,29100,6250,1,3
25,29120,6250,0,3
26,46000,7000,1,3
24,46000,10000,1,3
25,46000,6000,1,3
23,38400,6250,0,4
26,52000,8000,0,3
23,54000,6250,0,3
24,12624,6300,1,3
21,30000,6300,0,3
24,90000,7000,0,4
22,90000,7000,0,3
24,46000,29100,1,2
22,52000,20000,0,3
22,52000,2650,0,3
25,90000,7000,0,2
25,95000,7000,0,2
22,70550,7000,1,3
24,96000,7000,0,2
26,97000,7000,0,4
26,99100,7000,0,3
26,100840,7000,0,3
24,52000,9000,0,2
22,105000,7000,0,3
24,110000,7000,0,2
24,52000,3000,0,4
24,52000,15000,0,2
23,111000,7000,0,3
24,52000,14500,0,4
22,115200,7000,0,2
25,52000,8500,0,3
22,52000,9750,0,3
26,52000,5000,0,4
24,118000,7000,0,2
26,52000,6500,0,2
23,120000,7000,0,2
25,52000,6000,0,2
25,52000,24500,0,3
26,150000,7000,0,4
22,28000,6975,0,4
26,52000,10750,0,2
24,25000,6950,1,3
23,30000,6300,0,4
24,52000,7000,0,4
22,30000,6300,0,3
26,37000,6300,0,3
21,42504,6300,0,3
24,46000,12000,1,3
22,50724,6300,0,4
24,52000,1200,0,2
24,46000,12000,1,4
25,52000,12000,0,3
22,52000,3000,0,2
25,54503,6300,0,2
24,58650,6300,1,2
25,84000,6300,0,3
25,25000,6325,0,4
26,55000,6325,0,4
22,60200,6325,0,3
23,74415,6350,1,3
26,32000,6375,0,2
25,44000,6375,0,2
23,52000,6000,0,4
24,52000,4800,0,2
25,18000,6500,1,3
22,20000,6500,1,2
24,52000,12000,0,4
21,21000,6500,1,4
22,52000,18000,0,4
24,21600,6500,1,4
24,52000,5000,0,2
26,52000,10000,0,4
26,52000,6500,0,4
24,52000,4000,0,4
26,52000,2500,0,4
24,24000,6500,0,2
22,52000,3900,0,3
24,52000,7800,0,3
24,52000,5000,0,3
21,24000,6500,0,2
26,25000,6500,1,2
24,52000,3500,0,3
22,52000,10000,0,3
26,25596,6500,0,4
24,52000,8400,0,4
25,46000,19750,1,4
22,46000,8000,1,3
23,52000,10000,0,2
24,52000,5000,0,2
26,28000,6500,0,3
24,30000,6500,0,3
22,30000,6500,0,3
22,52000,3000,0,2
22,31000,6500,0,3
26,32000,6500,0,2
23,32000,6500,0,4
22,32200,6500,0,2
22,33000,6500,0,4
23,33000,6500,0,2
24,46000,15250,1,2
25,35000,6500,0,2
22,52000,4800,0,2
21,52000,16000,0,4
22,36000,6500,0,3
26,46000,5000,1,3
24,38000,6500,0,3
26,52000,3600,0,2
25,52000,6000,0,2
26,52000,3000,0,3
21,52000,7000,0,3
23,52000,9250,0,3
22,34000,6500,1,3
26,52000,3600,0,3
25,40000,6500,0,4
26,40100,6500,0,4
21,40116,6500,0,3
24,52000,5000,0,2
22,52000,6400,0,4
22,35325,6500,1,2
20,42000,6500,0,2
25,42000,6500,0,3
23,36000,6500,1,2
22,42000,6500,0,2
23,42000,6500,0,3
25,52160,1750,0,2
23,52176,7500,0,3
21,43000,6500,0,3
23,52250,4750,0,4
23,44724,6500,0,3
21,45000,6500,0,2
26,45600,6500,0,4
22,46320,15000,1,4
23,52360,15000,0,2
22,46500,9500,1,4
22,52500,4000,0,4
22,45012,6500,1,2
22,52500,8000,0,3
23,46500,5000,1,3
22,53000,6500,0,4
21,55404,6500,0,4
22,59000,6500,0,3
26,52500,15250,0,2
25,52500,7000,0,4
22,60000,6500,0,2
25,52500,9000,0,4
21,62467,6500,0,4
22,63211,6500,0,2
25,66000,6500,0,3
22,52584,6400,0,4
25,46645,2000,1,3
23,70000,6500,0,3
25,72600,6500,0,2
24,73000,6500,0,4
26,52700,4000,0,3
22,52700,5000,0,4
25,52704,11000,0,3
24,52739,8000,0,2
23,52780,8000,0,2
25,75000,6500,0,2
23,52800,2625,0,3
23,80000,6500,0,3
23,84000,6500,0,3
25,84000,6500,0,4
24,52800,3600,0,3
25,85296,6500,0,4
25,46800,6000,1,4
22,52800,4000,0,2
22,52800,4800,0,3
24,91700,6500,0,3
23,92000,6500,0,2
22,52800,7000,0,4
24,95000,6500,0,2
26,52800,1925,0,4
22,52800,7000,0,2
24,52800,4000,0,4
22,52800,6000,0,3
22,47000,6550,0,2
23,45000,6575,0,4
24,86000,6575,0,3
24,21600,6600,1,4
26,46800,5000,1,4
23,21888,6600,0,2
26,29000,6600,0,3
24,30000,6600,1,2
22,30004,6600,0,2
23,34800,6600,0,3
26,35000,6600,0,4
25,36000,6600,0,4
25,53000,7200,0,3
22,39000,6600,0,2
25,53000,6000,0,3
26,41000,6600,0,4
26,41000,6600,0,2
25,42000,6600,0,4
22,41838,6600,1,3
23,48000,6600,0,2
26,53000,2500,0,2
23,52000,6600,0,3
24,53000,8000,0,2
25,47000,12000,1,2
22,53000,1000,0,4
24,52000,6600,0,3
21,53000,3000,0,4
26,53000,11500,0,4
26,54000,6600,0,4
22,60000,6600,0,2
25,53000,10800,0,2
22,60000,6600,0,2
26,53000,2800,0,4
22,64000,6600,0,3
26,53000,12000,0,4
22,53000,5025,0,3
23,70000,6600,0,3
26,53000,6000,0,2
25,97000,6600,0,2
25,101877,6600,0,2
25,53000,12375,0,3
24,53000,15000,0,2
22,53000,7350,0,4
25,13200,6625,1,3
23,16800,6625,1,3
21,28000,6625,1,2
22,47000,24000,1,4
26,28000,6625,0,2
24,53000,6850,0,2
22,53000,5000,0,3
24,50000,6625,0,2
24,53000,10000,0,4
24,57100,6625,0,4
25,34000,6650,0,3
24,56000,6650,0,2
21,53000,18000,0,3
22,72321,6650,0,4
22,12000,6700,1,4
21,21600,6700,1,4
23,24996,6700,0,3
22,53000,6600,0,4
26,53000,8000,0,2
22,27600,6700,1,3
22,36050,6700,1,4
22,53000,8000,0,4
22,48000,6700,0,3
22,72204,6700,0,3
26,53000,8000,0,2
23,85000,6700,0,2
23,47000,16000,1,3
22,53000,7750,0,4
21,53000,14400,0,3
22,53000,8000,0,4
23,70000,6725,0,2
26,41000,6750,0,3
25,42000,6750,1,2
25,75000,6775,0,4
26,53000,16000,0,2
24,53000,9800,0,4
23,27600,6800,0,3
22,53000,2250,0,3
22,27800,6800,0,3
24,53000,3350,0,2
25,28800,6800,0,3
22,29120,6800,0,2
22,53000,10000,0,3
24,30500,6800,1,3
22,37000,6800,0,2
22,53000,2500,0,3
25,53000,10750,0,2
25,53000,16000,0,2
22,31500,6800,1,2
24,38112,6800,0,3
24,53000,7200,0,3
22,41196,6800,0,2
21,45000,6800,0,3
24,53000,6400,0,2
23,46000,6800,1,4
23,46852,6800,1,2
22,53000,4000,0,2
26,53000,6800,0,4
21,53000,12000,0,2
24,53004,21000,0,4
25,53004,4800,0,2
26,53004,5000,0,4
24,54000,6800,0,3
23,53004,10000,0,3
24,53004,2400,0,2
25,53004,2000,0,4
23,48000,6800,1,4
22,53004,1500,0,2
23,55000,6800,0,2
22,55000,6800,0,2
24,60000,6800,0,2
22,65700,6800,0,3
26,53100,13000,0,3
25,68004,6800,0,4
22,53124,6500,0,3
23,47148,25000,1,3
26,53155,4000,0,3
23,53160,7000,0,3
24,53184,13500,0,4
25,70000,6800,0,2
22,77182,6800,0,3
25,96050,6500,1,2
23,25000,6475,0,3
25,53000,6475,0,4
23,80000,6475,1,3
26,47360,6000,1,3
22,29361,6450,1,3
26,53400,13600,0,4
25,31000,6450,1,3
25,53481,15000,0,3
24,70000,6425,0,2
23,53500,2000,0,4
21,20000,6400,1,3
22,24000,6400,0,3
21,24000,6400,0,3
23,25000,6400,0,3
24,26400,6400,0,3
24,28000,6400,0,2
22,29000,6400,0,4
25,29120,6400,1,2
23,30000,6400,0,4
26,53595,6000,0,2
22,30000,6400,1,2
23,30000,6400,0,3
23,30000,6400,0,3
23,53664,15000,0,4
21,53684,16000,0,4
22,30000,6400,1,3
23,53724,8600,0,3
25,53742,10750,0,2
25,30500,6400,0,4
26,31200,6400,0,3
24,53800,6000,0,2
23,47800,18000,1,3
22,53808,6000,0,2
22,31224,6400,0,4
22,53832,11700,0,2
21,53851,12000,0,2
21,53876,2700,0,4
22,53913,11500,0,4
22,53947,6400,0,4
23,53976,2000,0,3
26,31836,6400,0,4
22,54000,5000,0,2
23,32000,6400,0,4
24,33000,6400,0,2
26,34200,6400,1,3
26,54000,5000,0,2
21,35000,6400,0,4
22,29000,6400,1,4
22,54000,15750,0,4
23,35000,6400,0,4
26,54000,9600,0,3
23,54000,4800,0,2
26,36000,6400,0,3
23,37000,6400,0,4
23,54000,6000,0,4
26,37850,6400,0,2
23,54000,7000,0,3
25,54000,15000,0,4
22,54000,7000,0,4
23,54000,8500,0,2
25,38000,6400,0,3
24,39500,6400,0,2
25,41508,6400,0,3
22,54000,25000,0,3
22,38000,6400,1,3
25,54000,7000,0,3
26,46000,6400,0,4
22,46300,6400,0,4
22,54000,15000,0,2
23,54000,5000,0,3
26,48000,15000,1,2
24,54000,5000,0,4
22,48000,6500,1,2
25,54000,5500,0,4
26,48000,6400,0,3
23,54000,1400,0,4
25,50000,6400,0,4
25,48000,2250,1,3
23,50000,6400,0,2
24,54000,13000,0,2
21,48000,18000,1,3
23,50000,6400,0,2
24,54000,8500,0,3
25,55000,6400,0,3
22,54000,5000,0,2
24,49200,6400,1,3
22,54000,2000,0,3
25,54000,12000,0,3
24,54000,8000,0,4
24,54000,8000,0,3
24,60000,6400,0,4
23,54000,8800,0,4
22,62502,6400,0,3
22,62758,6400,0,3
24,54000,4000,0,2
23,54000,2000,0,2
24,54000,11000,0,2
24,65000,6400,0,2
24,65000,6400,0,4
23,54000,3000,0,2
21,70000,6400,0,4
22,54000,3000,0,3
25,54000,13000,0,4
22,71500,6400,0,2
22,72000,6400,0,2
26,54000,5000,0,3
25,75000,6400,0,2
26,69000,6400,1,4
26,54000,7200,0,2
25,54000,4000,0,3
24,75000,6400,0,4
24,76800,6400,0,3
25,54000,8000,0,4
25,54000,8400,0,4
24,80000,6400,0,4
21,54000,20000,0,2
25,54000,5100,0,4
24,93500,6400,0,3
22,110000,6400,0,4
25,54000,6000,0,4
25,110500,6400,0,3
24,112000,6400,0,2
22,54000,13200,0,4
22,54000,12000,0,3
23,48000,1400,1,2
24,77500,6800,0,3
24,54000,4000,0,4
26,54000,10000,0,4
24,74000,6800,1,2
26,48000,5000,1,2
26,87360,6800,0,3
23,54000,2700,0,3
22,54000,4000,0,4
23,124000,6800,0,2
24,24000,6825,0,4
26,37000,6825,0,2
23,73000,6825,0,3
25,42000,6850,0,4
22,47000,6850,1,4
25,57000,6850,0,4
23,54000,10000,0,4
22,60000,6850,0,2
25,80266,6875,0,2
24,54000,15600,0,4
22,28000,6900,0,3
24,33000,6900,1,3
24,47480,6900,0,2
25,58000,6900,0,4
23,54000,6000,0,3
23,48000,16800,1,2
26,54000,10000,0,3
25,54000,16000,0,4
23,54000,10000,0,2
21,25000,6925,0,3
26,54000,14000,0,3
26,34000,6925,1,3
22,78000,6925,0,4
21,48000,3500,1,3
21,54000,10000,0,4
26,54000,10800,0,3
22,25000,7000,0,3
24,54000,1200,0,3
21,54000,13000,0,4
22,25000,7000,0,2
25,26004,7000,0,3
24,54000,10000,0,3
22,54000,9000,0,3
25,54000,8000,0,3
24,54000,8525,0,4
21,26400,7000,1,3
24,54000,8700,0,4
23,26400,7000,0,2
23,27000,7000,0,2
24,54000,9000,0,4
21,27600,7000,0,2
24,54000,3000,0,2
22,54000,7000,0,2
24,27600,7000,1,4
22,48000,12000,1,4
23,54000,3000,0,3
26,54000,9000,0,4
25,27600,7000,0,4
23,28000,7000,0,2
23,54000,13650,0,2
23,28038,7000,0,4
23,54000,2800,0,3
25,28500,7000,0,3
26,28608,7000,0,3
23,54000,13500,0,2
23,28685,7000,0,2
26,28800,7000,0,4
23,28800,7000,0,4
23,30000,7000,0,2
22,30000,7000,0,4
21,30000,7000,1,2
21,54036,8000,0,2
22,30000,7000,1,3
26,54080,5000,0,3
24,54080,8000,0,4
22,30000,7000,1,4
25,30000,7000,0,3
26,54200,7000,0,3
25,30000,7000,0,2
22,30000,7000,1,2
22,54252,3500,0,2
26,30000,7000,0,4
25,54300,8000,0,4
21,30600,7000,0,2
24,30996,7000,0,4
25,31000,7000,0,4
26,31000,7000,0,2
25,31200,7000,0,2
22,31221,7000,0,4
21,32000,7000,0,2
24,54400,12000,0,4
24,54400,3300,0,2
24,48442,9800,1,2
25,54499,12000,0,4
22,54500,7500,0,3
23,32000,7000,1,4
22,32340,7000,0,2
24,32400,7000,0,2
22,32769,7000,0,3
26,54528,10000,0,3
22,54566,4000,0,2
26,54578,24250,0,4
23,33000,7000,0,2
23,33000,7000,0,2
23,33000,7000,0,4
22,48600,12000,1,4
26,54600,4800,0,2
24,48600,8000,1,4
22,33000,7000,0,2
24,33198,7000,1,3
24,33600,7000,0,4
26,33996,7000,0,2
24,33996,7000,1,3
23,34482,7000,0,4
23,34800,7000,1,2
20,34800,7000,0,2
22,54800,8000,0,2
24,35000,7000,0,2
26,54828,5000,0,4
23,35000,7000,0,2
24,54870,1000,0,2
25,54900,3000,0,2
25,48902,6000,1,3
24,35000,7000,0,2
26,35000,7000,0,4
23,54960,5500,0,3
23,35000,7000,0,3
22,54996,25000,0,2
25,35000,7000,0,3
23,54996,2100,0,3
21,35000,7000,0,3
21,29000,7000,1,2
23,54996,1925,0,4
22,35350,7000,0,3
24,54996,5500,0,4
22,29654,7000,1,3
24,36000,7000,0,3
23,36000,7000,0,4
23,36000,7000,0,2
23,36000,7000,0,3
23,54996,15000,0,2
22,54996,12000,0,2
24,54996,10000,0,4
25,30000,7000,1,2
26,36000,7000,0,3
26,36120,7000,0,4
23,31000,7000,1,3
24,37000,7000,0,2
24,37000,7000,0,4
22,54996,5000,0,3
22,37000,7000,0,4
25,37200,7000,0,3
25,37200,7000,0,4
21,48996,15000,1,3
21,37200,7000,0,3
